8
1160 1600
-508 1016 -22
1069 -616 241
-190 486 461
595 31 -604
-1139 -976 273
-488 -813 932
70 198 171
-950 -314 -672
-570 -615 -245
-232 -809 170
-458 846 6
-33 199 -945
-203 1052 -727
-1079 377 -161
231 -27 -324
605 -743 228
-490 37 -325
1051 987 50
-994 313 -685
620 -1058 110
682 743 -125
-653 -605 -546
-473 -796 395
-274 56 -781
747 1044 96
746 -542 228
916 701 445
-661 22 1105
-186 -522 -466
860 -179 -588
-273 -872 -541
1022 -468 1029
-300 -347 694
-196 772 -669
793 708 596
-753 376 -455
440 -1132 101
-126 -72 -295
-514 -264 -1013
-732 -1131 681
-814 -107 -923
51 -1069 -857
-1089 -942 -226
-939 102 716
-800 578 -619
1056 -773 -904
-461 487 594
453 -398 432
-946 -872 487
-187 -1158 -114
-857 -784 1120
631 958 -192
697 -611 577
756 -420 1152
611 -597 627
-710 -138 773
-591 -367 105
1 -388 -17
310 -1119 -677
321 -748 581
-1082 -40 -498
825 -41 411
-658 58 343
-667 -750 173
98 -468 110
961 -335 491
-1039 -583 420
-439 -619 -37
689 -1146 -1142
303 -989 529
145 -1108 870
318 117 -23
-981 -840 675
-382 206 294
585 -108 504
-240 57 116
131 -57 1108
-915 771 935
374 -854 -1079
-784 1146 -308
854 214 618
971 817 -830
-547 1106 -1141
-57 -804 -1103
-824 -137 -74
1116 -475 -120
422 780 779
571 520 398
424 882 153
-659 -298 661
597 -1141 -929
-583 386 -470
662 -120 -16
998 404 -553
726 810 785
491 -182 -111
-31 803 -967
-19 247 -376
-33 1107 -414
-986 -84 -307
569 -145 -752
415 -1108 481
-1095 -600 913
285 -897 -1106
-861 -370 -469
-21 -1127 -551
587 67 -424
765 329 738
-784 1022 583
1075 -293 -355
541 -303 1043
380 403 -1015
-8 -43 -468
-908 578 329
-618 -545 421
-727 476 -1119
317 1011 -59
-345 176 -826
-818 268 -946
693 706 -825
331 -958 671
1131 -784 721
1117 -200 -171
-780 -887 218
734 952 -171
-1050 -81 1025
472 -1080 1148
-302 210 59
-295 -581 -14
-16 565 -25
-362 -218 -48
-204 304 1040
566 -806 -859
141 -741 498
-460 -904 246
114 196 -760
814 1014 -869
-92 -51 484
959 378 -1003
-371 373 873
-739 -316 741
355 -158 39
97 -331 -953
-1071 1070 1016
-945 1117 -84
854 -33 589
927 -639 -589
-564 -356 -629
340 650 1091
127 35 -48
653 184 -1148
887 -147 -702
869 -329 598
1072 1006 135
372 194 -159
188 1134 -347
-277 -192 797
-582 -733 -518
144 710 192
-907 153 -889
506 -149 286
-918 -909 604
690 -776 771
-584 682 -1160
-886 -427 -601
1030 196 313
-471 737 -498
-1030 -954 485
-200 -514 -1155
239 -118 277
-149 1025 1144
-1140 1148 225
-782 737 155
-112 -298 -562
95 -220 -777
409 -617 501
550 -221 -685
-102 1065 -504
-412 -323 65
911 856 1087
391 683 578
369 -655 -44
564 177 578
-609 -374 46
-1124 614 1028
-384 858 -93
-215 295 -471
-923 -141 1129
-752 829 -652
698 -838 477
-1023 265 -612
-768 -532 -180
701 527 -442
1110 -335 499
-483 -895 407
-612 1015 -16
-439 405 397
163 201 1024
621 738 -404
324 697 25
543 190 545
-793 694 -475
